Name,OVR,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Preferred foot,Height,Weight,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Leandro Putaro,63,77,73,62,64,63,60,55,62,51,59,51,60,49,57,65,63,70,61,63,59,35,60,39,38,31,75,62,65,43,Mediocampista,3,Left,187,77,0,0,0,0.0,0.0
Haris Radetinac,63,49,58,71,58,59,64,57,50,65,69,47,65,63,64,64,60,57,66,62,68,58,63,63,56,50,65,75,70,71,Delantero,3,Right,187,73,0,0,0,0.0,0.0
Grant-Leon Ranos,63,65,60,64,67,64,66,61,60,53,49,52,57,44,70,65,71,66,57,65,53,22,55,25,25,25,65,57,64,30,Delantero,3,Right,180,73,0,0,0,0.0,0.0
Franco Ravizzoli,63,31,22,4,7,47,5,6,11,30,11,10,27,29,16,12,39,34,54,16,38,12,14,11,12,13,56,30,60,23,Arquero,2,Right,190,85,63,63,63,63.0,62.0
Thiago,63,77,76,56,47,57,49,33,51,60,56,39,64,62,41,64,73,80,58,66,60,52,47,46,47,45,62,60,56,61,Mediocampista,3,Right,177,60,0,0,0,0.0,0.0
Colin Rösler,63,67,63,26,25,48,25,30,35,27,36,25,57,57,36,45,65,70,60,57,54,62,59,62,63,61,71,69,72,65,Defensor,3,Right,186,72,0,0,0,0.0,0.0
Sebastián Ruíz Díaz,63,67,70,60,53,58,62,42,47,62,63,45,62,62,42,62,68,83,56,63,55,20,54,53,24,20,62,68,60,62,Mediocampista,3,Left,169,70,0,0,0,0.0,0.0
Juan Saborido,63,66,65,55,28,33,27,31,35,39,58,34,57,43,43,57,60,67,55,60,44,60,51,55,63,62,61,80,60,52,Defensor,2,Right,179,74,0,0,0,0.0,0.0
Kieran Sadlier,63,78,75,54,57,69,63,58,64,60,61,66,55,51,65,65,73,76,59,65,60,50,54,48,52,50,70,67,65,58,Mediocampista,4,Right,178,66,0,0,0,0.0,0.0
Ryan Sailor,63,62,63,20,18,38,22,23,34,26,22,22,46,42,22,35,41,43,55,39,49,66,66,61,65,63,76,62,78,52,Defensor,2,Right,193,81,0,0,0,0.0,0.0
Edilson Salinas,63,36,30,17,6,49,5,7,20,43,10,10,30,32,31,22,45,30,45,25,32,22,20,9,21,20,60,30,65,34,Arquero,2,Right,191,78,63,62,65,66.0,63.0
Martin Samuelsen,63,70,72,62,60,66,57,47,50,59,58,60,61,54,62,69,77,61,61,70,64,21,58,32,26,29,64,55,58,42,Delantero,4,Right,188,72,0,0,0,0.0,0.0
Lucas Sanabria,63,55,58,60,44,55,48,56,45,60,50,44,63,61,40,60,58,67,62,66,65,62,44,63,60,61,49,62,57,63,Mediocampista,3,Right,177,75,0,0,0,0.0,0.0
Tom Sang,63,61,60,57,41,61,53,44,39,56,58,57,60,56,60,60,62,55,60,63,58,59,59,61,63,60,65,64,64,70,Defensor,3,Right,185,79,0,0,0,0.0,0.0
Gino Santilli,63,29,31,4,9,45,6,10,10,26,16,11,29,19,12,8,29,24,48,14,33,12,12,8,11,11,49,25,52,15,Arquero,2,Right,191,71,64,63,60,63.0,66.0
Jabes Saralegui,63,70,69,60,49,64,63,44,50,58,51,57,66,62,54,65,78,73,63,65,49,61,59,51,58,53,65,67,58,63,Mediocampista,3,Left,181,75,0,0,0,0.0,0.0
Antoni Sarcevic,63,44,49,63,60,64,62,63,63,65,61,61,65,64,62,62,70,68,63,64,64,55,55,58,58,55,62,69,73,65,Mediocampista,2,Right,182,78,0,0,0,0.0,0.0
Frederik Schmahl,63,74,67,60,59,63,59,58,57,64,62,56,64,52,65,65,61,62,63,67,58,30,52,38,38,41,66,67,60,49,Mediocampista,3,Right,183,74,0,0,0,0.0,0.0
Julian Schwermann,63,69,71,55,53,59,56,38,42,57,54,34,59,54,46,61,67,65,65,59,54,59,59,60,60,55,75,86,79,72,Mediocampista,4,Right,183,79,0,0,0,0.0,0.0
Tim Sechelmann,63,62,56,40,33,33,32,34,37,34,56,35,55,58,48,52,56,57,58,56,54,61,56,58,65,61,75,66,84,63,Defensor,2,Left,186,83,0,0,0,0.0,0.0
Steve Seddon,63,71,70,56,42,54,49,56,49,60,57,60,59,58,65,60,75,66,60,60,60,58,52,57,57,57,62,77,56,76,Defensor,2,Left,179,68,0,0,0,0.0,0.0
Dennis Seimen,63,37,44,11,39,46,39,39,18,31,10,10,32,28,17,17,38,48,64,23,41,11,13,12,19,10,66,36,77,22,Arquero,4,Left,190,89,64,58,61,59.0,65.0
Lion Semić,63,87,79,47,39,43,33,32,32,38,59,38,60,36,45,63,76,85,54,61,44,57,39,53,61,63,65,60,65,66,Defensor,4,Right,169,68,0,0,0,0.0,0.0
Marvin Senger,63,66,75,30,23,42,31,25,22,33,47,19,54,38,35,39,46,52,57,51,48,59,64,59,65,63,71,63,84,56,Defensor,3,Left,193,86,0,0,0,0.0,0.0
Luis Sequeira,63,71,62,59,55,60,61,56,44,66,60,60,65,59,60,65,67,78,56,66,73,31,44,35,44,41,59,52,63,41,Mediocampista,3,Right,172,69,0,0,0,0.0,0.0
Jakub Serafin,63,65,64,66,43,56,55,38,42,64,59,63,67,63,50,64,71,64,59,65,65,59,56,57,59,55,62,75,56,61,Mediocampista,3,Right,181,69,0,0,0,0.0,0.0
Javi Serrano,63,74,65,60,57,56,55,40,62,61,48,48,62,63,43,61,58,79,60,64,57,63,50,60,58,60,66,65,63,70,Mediocampista,3,Right,178,73,0,0,0,0.0,0.0
Ismaïl Seydi,63,89,87,57,54,62,51,51,59,56,57,37,57,45,46,64,75,68,53,62,51,16,47,20,23,31,67,51,57,45,Delantero,2,Left,180,70,0,0,0,0.0,0.0
Kacper Sezonienko,63,79,76,59,64,59,53,45,66,47,57,37,60,56,53,62,68,69,63,62,61,26,60,31,16,20,77,64,70,33,Delantero,3,Right,190,80,0,0,0,0.0,0.0
Juljan Shehu,63,58,56,36,49,51,60,45,48,68,52,42,64,62,55,49,69,66,56,61,55,58,54,69,62,60,60,59,63,63,Mediocampista,3,Right,183,76,0,0,0,0.0,0.0
Dennis Slamar,63,69,74,40,29,57,45,39,42,49,50,44,60,55,47,54,55,56,60,56,61,59,59,62,63,60,75,56,79,64,Defensor,4,Left,185,85,0,0,0,0.0,0.0
Kane Smith,63,78,77,56,43,60,48,37,44,54,62,41,52,43,56,60,80,73,59,58,55,57,51,57,57,56,68,72,60,59,Defensor,2,Right,175,73,0,0,0,0.0,0.0
Simon Stehle,63,92,90,63,59,63,58,45,44,63,54,34,61,47,43,63,72,75,63,63,56,37,45,32,31,30,71,60,66,43,Delantero,3,Right,182,80,0,0,0,0.0,0.0
Ben Stevenson,63,66,64,59,58,63,63,52,54,64,60,58,65,63,64,61,71,72,59,64,66,60,52,60,59,57,62,74,62,66,Mediocampista,4,Right,182,77,0,0,0,0.0,0.0
Jakub Surovčík,63,26,34,12,11,49,12,7,17,51,13,15,36,43,14,16,23,21,48,27,44,9,23,8,12,14,58,35,64,22,Arquero,2,Left,197,78,67,63,65,59.0,64.0
Sam Sutton,63,76,77,60,53,65,58,56,56,60,66,56,62,61,63,64,80,80,58,63,62,59,50,53,55,54,68,71,65,64,Defensor,3,Left,175,74,0,0,0,0.0,0.0
Gregorio Tanco,63,62,56,29,31,47,28,31,48,32,35,27,56,54,32,45,63,65,59,54,44,60,58,63,69,66,66,63,68,65,Defensor,3,Left,181,74,0,0,0,0.0,0.0
Andrew Tarbell,63,27,31,17,15,50,15,17,19,29,14,13,22,25,14,15,25,29,45,18,36,12,12,17,12,13,51,26,57,22,Arquero,2,Right,191,88,63,62,67,62.0,68.0
Fábio Tavares,63,81,87,65,66,64,63,60,56,58,64,50,59,50,66,67,70,74,59,65,64,30,44,41,19,20,60,66,56,44,Delantero,2,Right,180,70,0,0,0,0.0,0.0
Richard Taylor,63,59,63,26,26,52,21,26,35,31,31,25,52,48,38,49,55,54,61,55,54,59,61,63,65,61,70,54,72,71,Defensor,2,Left,189,74,0,0,0,0.0,0.0
Franklin Tebo Uchenna,63,71,78,31,27,58,29,28,34,29,33,19,58,47,26,35,59,49,58,48,51,57,65,60,62,58,85,73,89,57,Defensor,3,Right,192,85,0,0,0,0.0,0.0
Doug Tharme,63,54,59,18,15,35,23,22,33,37,38,16,45,42,21,39,47,43,61,44,49,62,61,63,64,62,73,64,81,70,Defensor,3,Right,190,78,0,0,0,0.0,0.0
Christian Theoharous,63,83,79,58,61,59,54,46,51,54,55,50,54,46,57,70,68,89,54,61,49,36,33,34,26,24,43,62,29,45,Mediocampista,2,Left,176,70,0,0,0,0.0,0.0
Mamadou Thiam,63,77,79,61,60,68,60,60,64,66,61,66,59,49,56,65,75,74,60,62,61,49,55,34,51,48,74,75,70,56,Delantero,4,Right,180,85,0,0,0,0.0,0.0
Tommy Thompson,63,69,64,60,50,50,50,55,52,59,55,45,63,53,57,68,77,75,62,68,68,61,52,58,62,53,56,73,50,64,Defensor,2,Right,173,71,0,0,0,0.0,0.0
Curtis Tilt,63,53,54,27,24,58,35,25,27,31,28,28,55,41,20,51,50,65,61,47,52,63,62,63,62,62,72,66,80,66,Defensor,3,Left,189,75,0,0,0,0.0,0.0
Joe Tomlinson,63,78,75,55,43,64,57,30,41,58,62,55,58,51,48,61,90,90,57,58,56,57,46,56,58,56,55,83,46,53,Defensor,5,Right,167,71,0,0,0,0.0,0.0
Mariano Troilo,63,40,51,32,25,41,28,23,31,33,33,20,56,51,22,42,36,44,59,51,52,61,68,62,63,55,72,58,84,63,Defensor,3,Right,194,86,0,0,0,0.0,0.0
Ema Twumasi,63,72,77,48,50,66,47,48,55,55,60,51,57,44,51,66,71,64,60,63,57,59,50,56,62,58,67,65,68,54,Defensor,2,Right,173,76,0,0,0,0.0,0.0
Laurin Ulrich,63,73,66,58,57,65,60,55,48,66,55,54,67,62,52,68,77,76,63,68,62,47,44,52,52,38,60,62,64,54,Mediocampista,3,Right,180,76,0,0,0,0.0,0.0
Jošt Urbančič,63,72,70,52,35,22,33,27,41,45,56,38,57,50,56,57,64,73,60,56,52,55,57,57,61,60,70,77,65,63,Defensor,3,Left,175,73,0,0,0,0.0,0.0
Roshon van Eijma,63,75,73,31,23,45,28,32,41,35,29,32,45,28,27,27,40,67,63,44,54,61,67,60,65,62,76,58,68,65,Defensor,2,Right,186,78,0,0,0,0.0,0.0
Vaso Vasić,63,45,48,18,10,48,13,12,24,48,17,14,22,20,13,12,35,54,50,17,26,23,18,21,19,21,63,24,66,18,Arquero,3,Right,187,87,63,63,64,64.0,63.0
Robin Velasco,63,73,71,60,59,55,50,47,50,61,55,35,65,53,58,67,65,76,50,64,57,29,37,30,29,30,43,48,43,50,Mediocampista,3,Left,169,65,0,0,0,0.0,0.0
Juan Vera,63,61,62,30,39,52,45,27,43,51,47,37,59,50,36,51,60,72,53,51,44,63,66,60,63,60,73,60,72,70,Defensor,3,Right,181,74,0,0,0,0.0,0.0
Carlo Villanueva,63,68,68,63,56,59,60,42,59,62,48,53,63,59,41,66,66,60,57,64,58,41,50,31,38,42,62,54,63,55,Mediocampista,3,Right,183,74,0,0,0,0.0,0.0
Matty Virtue,63,67,66,57,55,65,58,44,54,63,48,42,65,64,46,62,76,82,64,64,62,63,54,60,63,62,62,70,60,65,Mediocampista,3,Right,175,66,0,0,0,0.0,0.0
Ivan Vujica,63,62,62,43,36,52,37,32,37,52,54,40,56,48,55,56,66,71,58,57,57,60,55,62,62,58,69,80,74,65,Defensor,3,Left,180,83,0,0,0,0.0,0.0
Oliver Wähling,63,71,66,55,60,65,69,62,55,64,63,62,67,63,66,63,70,71,60,62,62,35,35,38,37,44,57,54,65,55,Mediocampista,3,Right,185,72,0,0,0,0.0,0.0
Silvan Wallner,63,70,70,42,38,43,35,40,20,46,53,34,59,55,49,47,59,61,59,55,57,62,63,58,67,67,71,69,68,52,Defensor,3,Right,185,76,0,0,0,0.0,0.0
Wang Ziming,63,79,83,62,64,59,57,58,63,55,44,42,55,41,51,59,69,74,56,61,54,20,60,30,34,26,85,66,82,45,Delantero,2,Right,187,81,0,0,0,0.0,0.0
Max Watson,63,61,66,23,23,35,24,23,29,33,25,21,59,57,31,53,51,53,61,56,57,63,60,64,64,61,71,57,71,63,Defensor,3,Right,186,82,0,0,0,0.0,0.0
Max Watters,63,77,74,63,64,63,58,58,59,54,47,43,57,39,50,61,66,67,62,62,62,14,59,29,34,30,74,67,67,47,Delantero,3,Right,185,80,0,0,0,0.0,0.0
Alexander Weidinger,63,22,23,6,7,47,6,8,10,24,13,12,23,23,13,11,29,38,54,18,25,12,10,14,13,11,54,21,68,22,Arquero,3,Right,197,91,64,61,63,64.0,62.0
Victor Wernersson,63,69,69,55,42,52,41,37,31,49,60,40,61,59,51,62,69,69,56,63,56,58,47,59,59,58,60,74,62,54,Defensor,2,Left,180,68,0,0,0,0.0,0.0
Quentin Westberg,63,18,32,6,9,47,9,15,16,49,10,10,28,36,10,9,46,55,58,18,50,16,8,10,13,12,53,34,70,16,Arquero,2,Right,185,78,62,63,62,64.0,63.0
Alfie Whiteman,63,34,28,4,9,42,9,8,11,33,14,10,27,25,12,12,31,41,50,23,42,12,14,21,13,14,48,26,48,25,Arquero,2,Right,189,84,68,58,56,60.0,71.0
Dennis Widgren,63,67,66,48,38,62,56,44,45,57,57,57,61,58,61,57,67,74,60,60,62,61,58,61,59,59,67,72,67,57,Defensor,2,Left,180,77,0,0,0,0.0,0.0
Rasmus Wikström,63,66,60,46,26,34,29,29,34,35,42,33,61,57,31,55,57,60,63,58,51,62,63,61,64,62,69,54,65,62,Defensor,3,Right,189,76,0,0,0,0.0,0.0
George Williams,63,70,68,50,38,45,34,34,41,50,58,34,59,56,51,56,65,77,60,57,58,58,61,60,60,59,84,72,75,65,Defensor,3,Right,178,77,0,0,0,0.0,0.0
Jonny Williams,63,63,63,58,59,60,59,51,58,63,64,54,62,59,59,63,89,80,62,63,64,53,43,54,56,52,37,71,34,55,Mediocampista,3,Right,168,60,0,0,0,0.0,0.0
Ryan Williams,63,81,78,62,64,62,61,63,55,62,60,49,60,57,63,64,89,90,60,63,58,58,54,35,55,53,65,88,52,70,Delantero,3,Right,173,67,0,0,0,0.0,0.0
James Wilson,63,68,71,63,61,68,61,58,61,58,53,42,56,52,59,58,69,70,57,61,63,24,63,20,22,24,74,72,73,34,Delantero,4,Left,183,73,0,0,0,0.0,0.0
Will Wright,63,65,72,51,45,62,55,47,61,57,63,67,60,59,65,55,50,56,62,60,64,63,58,61,60,58,71,79,75,69,Defensor,2,Right,191,85,0,0,0,0.0,0.0
D'Margio Wright-Phillips,63,84,83,58,61,65,50,58,53,49,56,41,53,48,52,64,85,86,55,64,56,24,43,23,28,34,47,56,33,37,Delantero,2,Right,170,62,0,0,0,0.0,0.0
Yang Mingyang,63,75,70,59,48,48,44,42,50,58,52,40,72,63,42,66,80,78,65,66,60,49,50,52,58,56,59,75,50,65,Mediocampista,3,Right,175,66,0,0,0,0.0,0.0
Yang Zexiang,63,74,76,58,55,57,52,52,45,54,60,49,55,54,58,60,59,66,55,55,53,59,60,56,61,56,77,74,73,70,Defensor,2,Right,182,75,0,0,0,0.0,0.0
Anıl Yaşar,63,58,61,31,15,34,18,27,32,29,28,25,67,62,27,21,44,46,54,58,52,59,64,61,64,61,67,68,66,71,Defensor,2,Left,192,79,0,0,0,0.0,0.0
Mert Yılmaz,63,82,84,58,42,52,45,48,45,53,57,45,53,48,49,67,86,82,60,60,44,54,52,56,58,59,68,69,56,66,Defensor,3,Right,174,67,0,0,0,0.0,0.0
Recep Burak Yılmaz,63,60,64,36,25,45,26,22,30,28,32,29,55,51,27,43,50,56,63,45,50,59,59,65,66,64,65,59,65,71,Defensor,2,Right,185,78,0,0,0,0.0,0.0
Ali Youssef,63,76,73,60,60,53,56,42,41,62,53,37,61,56,45,65,74,66,50,66,62,26,36,37,42,39,60,67,66,45,Delantero,3,Right,182,74,0,0,0,0.0,0.0
Dennis Adeniran,62,67,73,59,55,64,62,42,43,60,47,42,65,60,48,60,66,68,63,63,58,63,54,62,64,61,68,67,72,75,Mediocampista,3,Right,180,75,0,0,0,0.0,0.0
Rassambek Akhmatov,62,68,62,42,36,58,49,34,38,47,42,60,64,59,52,56,72,83,60,61,56,61,38,60,62,59,54,66,64,72,Mediocampista,2,Right,172,69,0,0,0,0.0,0.0
Khalid Al Ghannam,62,73,70,58,53,56,51,42,51,52,52,39,55,53,53,75,84,79,52,68,66,24,43,29,26,31,43,61,39,34,Mediocampista,3,Right,173,64,0,0,0,0.0,0.0
Saeed Al Hamsal,62,85,82,49,31,44,40,27,30,45,51,38,51,46,44,47,83,82,56,52,45,57,41,55,57,59,61,73,58,81,Defensor,3,Right,167,63,0,0,0,0.0,0.0
Bassam Al Hurayji,62,65,68,45,34,46,33,39,34,55,54,42,62,57,47,57,78,69,57,57,57,58,44,55,66,61,68,71,71,48,Defensor,4,Right,175,68,0,0,0,0.0,0.0
Hamad Al Jayzani,62,77,74,50,37,51,35,30,37,40,60,27,57,55,45,52,73,73,53,49,48,53,46,51,57,58,65,85,62,68,Defensor,3,Right,173,76,0,0,0,0.0,0.0
Hamad Al Mansour,62,69,69,58,47,71,65,45,45,55,62,52,61,63,56,62,62,65,59,62,46,58,54,58,60,58,68,59,71,67,Defensor,5,Left,178,73,0,0,0,0.0,0.0
Saad Al Mousa,62,62,63,34,20,34,24,21,39,48,38,29,62,60,28,52,55,65,57,55,56,61,55,58,64,65,72,65,78,51,Defensor,3,Right,182,75,0,0,0,0.0,0.0
Fahad Al Rashidi,62,88,86,52,56,70,56,52,53,48,58,41,54,45,61,68,86,67,52,63,44,32,46,54,31,25,61,59,62,51,Mediocampista,5,Right,175,69,0,0,0,0.0,0.0
Mohammed Al Rubaie,62,35,40,18,15,45,18,19,22,54,21,22,37,39,21,17,38,53,57,27,46,24,23,30,22,22,60,34,63,31,Arquero,2,Right,190,77,67,55,60,63.0,63.0
Yazan Al-Arab,62,56,59,32,29,34,22,28,34,38,26,31,44,36,29,34,49,62,54,45,48,62,62,60,62,63,73,58,78,68,Defensor,3,Left,187,80,0,0,0,0.0,0.0
Wildo Alonso,62,60,59,45,30,45,43,28,41,33,58,63,60,46,66,41,61,63,66,60,46,62,63,55,61,55,66,66,61,43,Defensor,2,Left,178,76,0,0,0,0.0,0.0
Vitor Meer,62,74,71,55,28,46,30,21,32,59,63,29,60,62,58,64,69,71,60,62,54,61,47,49,56,57,57,65,54,58,Defensor,3,Left,176,72,0,0,0,0.0,0.0
Lucas Ambrogio,62,71,61,59,59,68,68,53,63,53,61,44,60,58,57,67,72,64,58,66,60,25,57,27,33,30,68,46,60,38,Mediocampista,3,Right,181,72,0,0,0,0.0,0.0
Jacob Andersen,62,77,78,50,34,37,25,30,43,44,54,40,60,59,57,52,59,59,58,53,56,59,57,57,59,58,73,60,66,63,Defensor,4,Right,186,78,0,0,0,0.0,0.0
Stredair Appuah,62,66,67,53,63,71,46,54,64,52,64,46,59,47,51,72,64,68,53,69,55,18,44,24,29,30,45,33,47,33,Mediocampista,3,Left,185,70,0,0,0,0.0,0.0
Guilherme Soares,62,55,52,30,26,42,21,33,39,30,33,28,53,50,32,40,49,54,58,44,49,61,53,62,68,65,64,42,72,59,Defensor,2,Right,186,80,0,0,0,0.0,0.0
Alejandro Azócar,62,70,73,65,59,62,54,64,56,60,51,38,64,61,54,61,67,62,50,65,42,24,49,17,19,15,61,56,63,50,Mediocampista,3,Left,180,80,0,0,0,0.0,0.0
Sanoussy Ba,62,75,74,47,33,39,32,31,29,54,59,25,61,54,40,68,68,66,54,64,54,57,39,57,60,60,52,56,52,62,Defensor,5,Left,184,74,0,0,0,0.0,0.0
Kwadwo Baah,62,86,77,54,54,65,61,41,48,55,53,46,54,50,47,65,75,78,56,62,58,28,42,30,32,24,64,51,61,50,Delantero,2,Right,183,75,0,0,0,0.0,0.0
Fin Back,62,64,70,45,29,46,29,31,43,48,57,36,61,52,46,57,67,60,58,60,60,56,53,58,59,59,61,70,61,58,Defensor,2,Right,188,75,0,0,0,0.0,0.0
Algassime Bah,62,85,87,65,64,45,49,48,63,56,61,29,55,48,37,66,80,70,50,56,50,22,68,25,22,17,82,65,68,60,Delantero,3,Right,182,75,0,0,0,0.0,0.0
Bak Jae Yong,62,65,70,60,63,63,57,60,61,48,34,44,45,33,48,57,47,38,57,59,57,16,68,16,25,18,80,68,82,65,Delantero,3,Right,193,88,0,0,0,0.0,0.0
Joe Bendik,62,37,32,12,10,53,12,13,17,38,16,19,17,25,15,10,35,40,62,16,45,12,11,7,11,18,56,20,61,27,Arquero,3,Left,191,98,61,60,70,60.0,62.0
Sofus Berger,62,73,72,60,53,57,47,44,42,60,48,40,65,58,55,63,80,75,56,63,62,48,37,47,54,50,47,55,47,46,Mediocampista,3,Right,175,65,0,0,0,0.0,0.0
Michele Besaggio,62,74,65,55,52,70,71,54,65,62,63,74,63,62,70,68,75,67,60,70,64,50,38,45,58,57,58,59,63,53,Mediocampista,3,Right,181,77,0,0,0,0.0,0.0
Owen Bevan,62,64,57,24,28,49,28,33,41,32,37,32,53,45,36,39,41,57,59,56,57,61,59,63,63,62,70,48,71,60,Defensor,3,Right,186,77,0,0,0,0.0,0.0
Jan Biegański,62,59,62,35,47,60,46,32,48,53,44,34,60,56,39,55,49,58,60,56,54,58,58,63,62,57,68,75,72,68,Mediocampista,3,Left,183,80,0,0,0,0.0,0.0
Jóannes Bjartalíð,62,69,70,61,64,59,58,57,65,55,31,39,57,54,41,60,57,64,58,61,54,20,61,23,16,18,71,61,69,41,Delantero,3,Left,180,78,0,0,0,0.0,0.0
Adrian Blake,62,80,79,58,56,64,40,40,57,58,53,35,54,43,52,67,61,84,60,65,57,22,35,24,24,31,44,50,39,32,Mediocampista,4,Left,173,69,0,0,0,0.0,0.0
Shane Blaney,62,46,53,30,31,62,61,25,20,43,36,71,57,55,61,38,47,34,59,48,52,60,60,61,62,60,68,70,77,61,Defensor,4,Left,190,79,0,0,0,0.0,0.0
Tom Bloxham,62,74,80,57,60,61,58,59,51,53,58,34,56,48,36,63,65,39,55,61,58,27,54,21,26,23,73,67,75,47,Mediocampista,3,Right,195,82,0,0,0,0.0,0.0
Luca Bolay,62,72,70,52,38,36,38,32,38,55,66,42,61,49,63,58,74,79,54,59,42,57,39,56,58,57,47,66,47,52,Defensor,3,Left,176,73,0,0,0,0.0,0.0
Raphael Borges Rodrigues,62,82,85,56,53,57,47,47,48,56,50,45,50,45,54,69,77,81,58,59,58,35,48,33,35,32,70,71,70,58,Mediocampista,3,Right,173,70,0,0,0,0.0,0.0
Mehdi Boukamir,62,56,66,16,19,35,25,20,44,22,24,17,57,52,23,45,57,63,53,57,47,63,58,63,64,63,65,50,70,56,Defensor,4,Right,188,78,0,0,0,0.0,0.0
Ismaïl Bouneb,62,67,65,54,54,52,49,46,55,63,58,60,63,56,67,66,73,63,59,67,67,37,43,32,42,36,45,57,48,47,Mediocampista,3,Right,182,71,0,0,0,0.0,0.0
Harry Boyes,62,65,75,46,44,48,47,33,32,53,61,30,58,51,60,63,63,63,56,62,54,55,38,58,62,58,44,68,49,51,Defensor,2,Left,180,70,0,0,0,0.0,0.0
Mario Briceño,62,73,80,65,60,70,53,48,53,45,52,59,55,49,65,69,66,78,52,64,53,34,50,60,29,26,66,42,64,40,Delantero,4,Right,180,75,0,0,0,0.0,0.0
Maximiliano Brito,62,49,52,68,63,65,53,48,51,44,29,37,62,40,29,50,40,44,55,52,44,21,75,25,22,20,80,70,81,54,Delantero,3,Left,186,82,0,0,0,0.0,0.0
Aleksander Buksa,62,71,48,61,65,64,58,58,51,52,42,35,54,38,57,60,64,57,66,63,52,21,58,19,19,13,71,76,67,26,Delantero,3,Left,188,73,0,0,0,0.0,0.0
Neill Byrne,62,48,43,28,22,35,23,25,40,32,26,26,49,45,31,42,41,41,59,47,54,59,62,63,61,60,69,70,76,68,Defensor,2,Right,190,74,0,0,0,0.0,0.0
Joe Caletti,62,69,53,50,40,49,45,40,39,58,47,42,66,59,53,58,86,86,62,62,63,59,43,58,60,54,40,76,38,65,Mediocampista,3,Right,162,65,0,0,0,0.0,0.0
Amady Camara,62,73,74,61,65,62,55,58,60,56,57,47,61,42,48,62,70,69,59,60,55,20,57,17,19,17,70,67,65,37,Delantero,3,Left,180,73,0,0,0,0.0,0.0
Axel Camblan,62,79,73,58,55,59,51,44,52,60,52,49,65,61,59,62,88,87,56,64,65,38,48,33,48,44,49,46,34,47,Delantero,3,Right,168,60,0,0,0,0.0,0.0
Kyle Cameron,62,55,53,39,30,56,38,32,47,41,46,35,53,44,40,56,59,56,59,50,53,59,59,60,62,61,68,75,74,69,Defensor,4,Left,190,87,0,0,0,0.0,0.0
Tyreece Campbell,62,79,83,55,59,55,56,51,48,55,55,49,55,43,50,63,81,82,57,62,55,21,36,24,32,24,49,69,45,48,Delantero,3,Right,178,67,0,0,0,0.0,0.0
Matías Campos,62,51,44,66,66,69,61,62,60,47,30,41,53,40,53,59,53,55,56,57,56,30,63,16,26,24,68,51,73,56,Delantero,3,Right,178,76,0,0,0,0.0,0.0
Marco Camus,62,67,70,60,60,62,47,50,42,57,55,53,61,57,58,64,72,65,48,62,52,25,44,29,35,38,41,64,41,57,Mediocampista,3,Left,183,73,0,0,0,0.0,0.0
Phillip Cancar,62,64,68,34,28,46,28,25,39,46,33,30,59,56,33,46,61,58,59,48,57,57,59,59,60,60,76,78,82,70,Defensor,3,Right,186,75,0,0,0,0.0,0.0
Erick Cano,62,77,73,61,49,45,47,31,40,66,68,41,57,38,52,55,82,87,59,65,44,35,49,38,39,31,70,84,71,66,Delantero,3,Left,170,60,0,0,0,0.0,0.0
Tobias Carlsson,62,50,52,29,22,38,23,26,26,35,43,22,52,51,35,33,52,49,58,52,51,63,62,64,63,56,69,62,75,61,Defensor,3,Right,187,75,0,0,0,0.0,0.0
Tom Carroll,62,55,55,62,57,59,58,58,56,65,64,67,66,63,63,63,80,77,64,65,67,63,55,62,64,61,54,41,50,66,Mediocampista,1,Left,177,71,0,0,0,0.0,0.0
Harvey Cartwright,62,26,33,4,5,43,9,9,13,22,10,11,26,20,12,13,34,38,54,18,31,10,10,6,10,10,46,19,50,21,Arquero,3,Right,192,82,62,65,57,58.0,64.0
Niklas Castelle,62,77,68,61,62,60,58,59,61,51,39,34,60,36,47,69,73,76,55,63,51,13,58,14,18,15,69,52,58,49,Delantero,3,Right,179,77,0,0,0,0.0,0.0
Tomé Sousa,62,27,35,6,4,47,7,8,12,29,11,11,26,21,12,7,22,44,58,12,31,8,11,7,12,13,44,30,48,26,Arquero,2,Right,184,74,60,58,63,61.0,68.0
Erdem Çetinkaya,62,73,71,54,61,67,52,50,60,51,53,48,59,48,52,72,69,68,51,64,56,18,56,27,33,29,63,70,53,36,Delantero,3,Left,177,69,0,0,0,0.0,0.0
Ellis Chapman,62,67,66,58,59,64,66,39,55,59,59,57,65,63,55,60,67,63,58,63,57,51,59,50,55,52,68,70,68,54,Mediocampista,4,Left,188,74,0,0,0,0.0,0.0
Noah Chilvers,62,81,78,61,58,65,61,62,55,62,62,56,62,60,64,61,85,84,56,60,60,56,49,51,57,54,65,90,57,65,Mediocampista,4,Right,173,64,0,0,0,0.0,0.0
Cho Hyun Taek,62,70,74,61,35,54,33,28,33,54,59,32,52,49,46,62,66,71,58,58,51,56,38,58,62,59,52,71,59,55,Defensor,3,Left,182,76,0,0,0,0.0,0.0
