Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Rafał Leszczyński,187,82,Arquero,64,Right,4,18,12,19,34,15,15,15,15,23,16,40,35,32,54,50,49,62,30,66,14,25,16,19,44,16,28,15,19,18,65,62,65,66.0,64.0
Kees Smit,184,77,Mediocampista,64,Right,3,51,48,52,65,51,67,56,49,68,68,69,72,68,65,69,60,60,62,58,51,56,61,62,66,66,63,59,60,58,9,9,10,12.0,7.0
Philemon Ofosu-Ayeh,181,81,Defensor,64,Right,3,53,42,55,61,42,63,56,35,50,61,85,91,65,55,66,55,86,61,86,42,62,55,54,52,40,60,61,63,61,13,9,15,11.0,8.0
Trevor Carson,182,80,Arquero,64,Right,3,18,17,12,29,15,16,12,19,32,24,50,48,56,61,67,48,64,43,68,14,37,17,18,43,23,50,15,11,12,64,63,64,64.0,62.0
Brandon Baiye,177,75,Mediocampista,64,Right,3,40,52,58,67,28,60,64,35,63,64,64,43,58,62,78,48,72,63,76,30,72,62,44,54,48,59,58,62,61,11,14,11,14.0,12.0
Mahamadou Tounkara,192,84,Defensor,64,Right,2,32,25,57,56,30,40,32,33,47,52,66,67,41,61,43,48,76,64,84,27,68,60,24,31,40,49,62,65,65,9,10,5,12.0,6.0
Robin Ziegele,183,82,Defensor,64,Right,3,26,24,60,48,27,40,30,34,45,49,54,75,64,56,65,36,73,67,81,29,71,64,25,32,39,55,61,64,65,8,9,5,14.0,7.0
Brandon Fleming,174,71,Defensor,64,Left,2,67,31,51,60,31,63,62,54,53,61,74,73,74,59,77,46,60,62,54,36,57,59,47,45,42,53,62,61,62,12,7,5,11.0,13.0
Florian Dietz,190,83,Delantero,64,Right,3,26,65,64,58,53,56,44,30,35,59,72,74,55,63,57,67,80,61,78,52,65,17,64,42,59,61,29,15,19,12,12,10,9.0,8.0
Diego Andrés Céspedes Maturana,181,68,Defensor,64,Right,3,22,15,57,59,24,28,26,25,46,59,58,64,47,58,68,34,68,56,74,22,69,63,27,28,35,60,65,65,64,5,6,10,6.0,14.0
Alexander Michael Bass,191,81,Arquero,64,Right,3,14,16,14,33,14,15,19,16,40,20,61,54,60,60,62,48,64,30,56,20,32,27,13,45,20,42,10,21,25,65,62,64,60.0,66.0
Khouma El Hadji Babacar,185,85,Delantero,64,Right,3,48,65,68,60,66,65,60,58,44,65,55,58,54,54,60,69,76,55,82,59,68,20,64,46,70,63,28,20,18,12,6,10,8.0,14.0
Michael Novak,183,80,Defensor,64,Right,3,65,45,62,64,35,64,53,25,61,62,67,68,66,57,67,47,71,55,70,38,64,61,58,53,58,65,63,63,64,11,15,14,9.0,13.0
Kristoffer-August Sundquist Klaesson,189,76,Arquero,64,Left,2,11,10,13,33,10,19,12,13,29,28,35,33,52,59,42,47,54,24,57,12,30,11,5,42,17,43,10,14,13,63,60,62,62.0,67.0
Flávio Leôncio Trigo Sacramento,173,66,Delantero,64,Right,3,42,67,56,44,71,74,44,42,32,72,73,74,78,67,82,52,60,67,48,63,52,35,72,42,55,53,10,36,33,11,8,18,14.0,7.0
Paddy Stephen Madden,183,76,Delantero,64,Right,3,51,65,63,57,63,60,52,56,49,61,62,67,69,66,62,64,72,73,71,58,56,31,65,56,67,60,42,39,26,13,16,14,6.0,9.0
Lars Kehl,172,70,Delantero,64,Right,3,53,63,54,67,55,67,56,57,60,65,69,69,81,62,79,64,61,53,59,56,50,38,61,63,55,50,35,39,34,11,10,5,6.0,7.0
Alessandro Circati,190,84,Defensor,64,Right,2,31,24,65,63,25,29,31,27,38,58,61,63,43,56,54,38,69,59,68,22,62,59,25,30,36,46,58,69,68,11,12,7,5.0,13.0
Luis Alejandro Arenas Martínez,180,67,Delantero,64,Right,5,28,69,65,52,57,59,44,40,30,61,73,73,75,62,72,61,73,74,64,62,45,19,66,41,62,49,20,13,12,6,9,12,8.0,14.0
Sébastien Bruzzese,185,82,Arquero,64,Right,4,18,14,16,37,17,16,17,9,36,33,30,34,41,58,35,49,54,26,57,18,24,15,14,43,29,41,16,10,9,63,63,65,70.0,60.0
Alessandro Mallamo,176,70,Mediocampista,64,Right,3,60,67,46,68,58,67,56,45,65,67,70,59,68,62,81,69,54,75,52,53,50,59,60,62,67,65,57,55,50,7,15,10,13.0,8.0
Thelo Gerard Aasgaard,188,72,Mediocampista,64,Right,4,55,59,54,64,64,66,66,61,61,65,60,67,71,61,78,70,61,56,61,67,37,38,62,62,52,63,36,40,35,8,11,7,11.0,6.0
Lasse Günther,181,83,Defensor,64,Left,3,66,57,51,65,64,67,60,43,54,68,72,82,71,61,66,67,66,62,63,56,48,52,55,57,56,59,53,56,54,13,13,14,9.0,11.0
Samuel Ntamack Ndimba,178,67,Delantero,64,Right,3,34,68,67,55,45,65,41,45,40,64,77,78,74,58,73,52,76,58,64,61,39,14,64,51,67,56,20,23,19,6,10,6,15.0,5.0
Ignacio Pintos Widman,173,68,Mediocampista,64,Right,3,33,50,43,65,33,66,39,40,61,61,72,77,66,60,77,68,59,69,63,55,60,65,66,66,51,50,63,63,58,11,6,14,7.0,11.0
Thomas Lloyd King,194,80,Arquero,64,Right,3,9,6,18,35,18,8,9,6,43,28,40,44,39,56,57,46,66,32,73,17,23,13,12,45,26,42,15,17,20,64,63,61,63.0,64.0
Christoph Greger,193,81,Defensor,64,Left,3,27,22,69,45,24,28,26,27,39,48,54,54,49,60,43,45,76,65,82,21,65,62,27,35,39,52,63,66,62,11,8,6,5.0,12.0
Ziya Erdal,182,73,Defensor,64,Left,2,62,42,58,61,36,60,52,47,62,60,65,61,66,65,62,72,62,52,57,56,69,64,42,44,44,65,65,66,64,16,16,6,9.0,11.0
Matthew Ben Longstaff,171,65,Mediocampista,64,Right,3,59,62,44,68,54,65,59,65,65,67,69,63,75,60,84,68,51,60,54,68,68,58,63,66,55,65,50,57,51,12,12,10,13.0,6.0
Stjepan Kukuruzović,180,76,Mediocampista,64,Left,5,72,58,50,72,50,58,70,76,71,66,58,48,63,58,63,78,58,48,60,72,60,52,61,70,66,66,54,55,55,6,10,9,14.0,6.0
Svenn Crone,182,76,Defensor,64,Right,3,58,37,46,61,42,62,54,48,54,62,75,75,79,62,72,49,60,78,58,37,67,56,57,56,37,56,59,59,59,9,15,10,13.0,12.0
Terence Owen Vancooten,185,78,Defensor,64,Right,3,52,35,58,58,42,52,51,32,50,57,70,70,70,60,56,46,73,73,75,31,64,61,41,44,33,57,65,64,62,8,14,12,14.0,9.0
Adrián López Garrote,185,73,Arquero,64,Right,3,12,6,13,32,5,12,13,12,28,21,28,29,38,54,44,47,45,25,45,8,23,12,4,54,19,39,30,14,14,63,63,62,66.0,65.0
Aygün Yildirim,180,78,Delantero,64,Right,4,60,61,57,60,54,67,43,38,54,65,82,70,82,62,76,70,71,67,58,58,45,22,61,52,65,55,21,18,10,11,5,11,8.0,11.0
Anderson Rafael Contreras Pérez,177,64,Mediocampista,64,Left,2,48,63,47,66,39,62,64,70,62,70,61,63,71,63,67,63,59,79,67,65,52,61,61,64,43,48,59,48,44,15,15,16,9.0,13.0
Mauro Daniel Rodrigues Teixeira,178,72,Mediocampista,64,Right,3,62,54,47,64,43,71,46,42,55,65,68,72,65,60,69,68,53,47,50,61,56,23,54,63,52,65,36,47,50,5,8,9,14.0,12.0
Robin Roefs,192,72,Arquero,64,Left,3,11,5,14,21,9,10,10,14,14,16,17,19,31,64,25,47,43,23,60,5,24,7,6,33,16,31,8,13,13,62,65,62,61.0,66.0
Jesus Clemente Corcho,185,77,Mediocampista,64,Right,3,63,63,40,62,50,62,43,42,60,64,69,75,58,61,60,59,55,59,62,52,52,19,60,62,45,45,24,48,32,6,10,8,13.0,10.0
Ebenezer Ofori,172,70,Mediocampista,64,Left,2,59,52,38,65,56,65,60,48,64,67,74,69,78,63,78,62,59,74,65,56,74,62,60,60,48,64,62,63,63,11,7,13,11.0,8.0
Lewis Warrington,175,75,Mediocampista,64,Right,3,48,48,59,67,37,62,49,48,66,65,65,67,83,57,74,58,59,73,52,55,62,59,58,64,48,57,56,63,61,13,9,14,9.0,6.0
Bojan Radulović Samouković,192,80,Delantero,64,Right,3,31,68,67,55,56,64,39,37,42,65,52,53,57,59,54,69,73,65,78,54,60,20,66,60,73,60,21,25,28,11,5,15,13.0,11.0
Jonathan Peter Williams,168,60,Mediocampista,64,Right,3,64,60,43,62,51,64,59,54,60,64,63,63,89,63,74,60,38,71,36,61,55,53,60,64,58,64,54,56,52,8,16,11,10.0,9.0
Racine Coly,185,70,Defensor,64,Left,2,60,38,60,61,38,56,56,34,59,60,69,71,72,60,62,56,73,65,71,46,72,60,59,43,36,65,59,63,63,8,13,13,13.0,13.0
Louie Moulden,191,79,Arquero,64,Right,4,20,7,14,45,6,15,10,13,55,24,40,48,55,60,38,53,56,30,55,9,30,7,7,64,11,40,8,12,13,62,60,70,65.0,67.0
Joel Jorquera Romero,171,63,Mediocampista,64,Left,3,65,60,45,63,42,67,44,43,62,64,68,69,62,54,66,52,56,53,57,40,29,22,58,60,52,50,24,32,25,11,8,6,7.0,13.0
Jonas Thomas Kersken,190,88,Arquero,64,Right,3,12,8,10,29,8,14,12,10,25,20,25,24,34,62,25,48,51,16,58,5,25,10,5,45,11,35,10,10,13,67,50,64,67.0,70.0
Jesse Edem Tugbenyo,187,80,Mediocampista,64,Right,2,67,34,62,68,29,65,48,31,54,67,69,76,66,63,60,55,76,60,76,45,60,62,62,62,32,61,55,54,53,6,11,8,13.0,8.0
Brian Leonel Blando,177,77,Delantero,64,Right,2,41,68,63,57,60,60,50,45,34,60,65,74,50,55,68,68,69,67,65,67,31,12,66,45,68,50,16,13,14,6,10,7,12.0,6.0
Noha Ndombasi Nlandu,174,69,Delantero,64,Right,2,40,61,60,54,47,69,58,31,44,64,84,85,84,63,84,55,77,66,62,53,48,19,63,58,68,55,29,28,13,13,11,11,6.0,7.0
Dario Del Fabro,190,83,Defensor,64,Right,3,40,42,66,55,41,49,39,30,48,50,58,64,54,50,65,54,71,54,72,45,70,63,32,40,38,58,68,64,61,3,3,3,3.0,3.0
Joe Low,196,91,Defensor,64,Right,2,27,25,67,44,21,43,31,22,42,41,49,56,34,55,34,43,66,55,85,19,78,61,31,32,34,47,62,63,60,12,14,8,8.0,14.0
Abraham Del Moral Rando,183,72,Defensor,64,Right,3,45,31,67,64,35,35,35,29,60,56,59,58,62,63,58,59,66,59,60,43,64,64,30,51,52,57,65,63,65,11,6,6,14.0,9.0
Christopher Lannert,180,71,Defensor,64,Right,5,58,34,42,60,41,56,53,55,51,58,74,82,68,58,67,56,56,83,57,43,54,57,52,30,39,48,65,59,57,7,9,7,14.0,14.0
Mateo Joseph Fernández Regatillo,185,75,Delantero,64,Right,3,39,66,68,53,44,64,52,36,36,63,75,82,70,59,70,64,72,55,58,61,37,15,60,50,69,59,24,23,23,6,14,6,8.0,5.0
Omar Faraj,182,77,Delantero,64,Right,3,32,62,58,56,53,63,40,32,34,65,71,73,66,61,82,66,80,53,85,56,68,20,65,50,56,68,16,20,18,15,5,8,6.0,12.0
Ian Martin Subiabre,172,69,Delantero,64,Left,3,61,60,46,57,53,66,59,54,52,67,82,76,85,56,85,64,54,56,43,57,52,25,59,57,56,63,32,31,25,6,13,8,9.0,6.0
Brandon Iván Servania,178,73,Mediocampista,64,Right,2,55,46,54,65,47,64,57,51,60,66,67,69,66,62,66,60,64,72,64,52,58,59,49,60,47,61,63,64,58,6,15,9,8.0,13.0
Rocco Ascone,180,67,Mediocampista,64,Left,3,52,50,56,69,44,67,55,53,67,68,70,66,71,63,71,61,56,46,46,44,67,52,66,68,54,66,54,58,57,14,6,8,8.0,9.0
Alejandro Melean Villarroel,183,79,Mediocampista,64,Right,3,41,28,70,68,17,61,40,58,65,68,50,54,32,64,53,70,70,55,71,49,58,65,67,68,47,59,62,63,63,12,8,15,8.0,11.0
Facundo Menceiros,175,72,Mediocampista,64,Right,3,39,53,46,67,36,67,39,35,65,65,64,64,62,65,78,53,54,60,55,49,57,65,62,67,35,63,65,62,54,14,13,9,11.0,13.0
이용래 李容来 Yong-Rae Lee,175,71,Mediocampista,64,Left,3,58,44,56,70,60,59,62,60,69,67,40,46,50,53,76,65,58,71,69,61,68,59,55,69,55,62,57,58,53,15,16,7,9.0,10.0
Yvandro Borges Sanches,175,68,Mediocampista,64,Right,2,64,57,54,67,58,67,63,64,66,54,75,78,71,53,79,56,58,64,49,56,68,52,58,56,59,57,54,52,52,10,10,5,13.0,10.0
Alessandro Caporale,190,81,Defensor,64,Left,2,47,35,64,57,37,42,33,26,50,50,59,61,47,60,50,55,74,65,76,39,61,59,37,40,38,48,57,69,66,5,13,9,7.0,7.0
Isak Helstad Amundsen,190,82,Defensor,64,Right,2,41,31,64,59,30,59,39,32,55,61,65,69,50,60,60,45,77,72,79,43,52,62,36,37,35,52,64,65,63,9,5,9,10.0,9.0
Jonnathan Gabriel Mina Jara,172,72,Defensor,64,Left,2,62,50,42,57,26,64,49,40,57,60,81,81,83,59,72,55,68,63,72,43,57,57,62,53,34,56,55,62,61,6,12,13,13.0,14.0
Kobe Corbanie,179,71,Defensor,64,Right,2,67,48,48,66,35,66,58,42,58,69,73,75,70,45,65,64,49,54,42,55,59,60,39,53,66,58,50,67,68,8,10,6,13.0,12.0
Claudiu Micovschi,180,72,Mediocampista,64,Left,3,58,56,43,63,57,60,60,55,53,64,77,75,76,65,73,60,55,67,51,57,54,39,58,59,51,61,30,30,27,7,5,5,7.0,13.0
Zachary Swanson,189,77,Defensor,64,Right,4,63,45,54,65,48,61,64,51,60,63,73,71,72,57,64,58,67,60,63,42,63,57,52,59,56,59,58,64,63,9,9,13,13.0,6.0
李提香 Li Tixiang,183,71,Mediocampista,64,Right,3,52,48,57,67,31,61,54,59,69,64,65,69,67,56,74,68,67,77,69,63,66,59,60,58,38,68,56,59,54,12,15,13,10.0,11.0
Luca Ferrone Brualla,182,75,Defensor,64,Right,3,58,28,59,54,35,54,43,35,38,58,68,64,56,65,63,46,64,60,57,37,61,61,52,32,42,51,58,66,68,16,13,9,11.0,9.0
Nick Shinton,194,94,Arquero,64,Left,3,11,7,13,24,6,13,11,13,28,14,33,18,28,52,29,47,67,26,83,7,22,10,8,33,12,33,7,11,12,70,66,62,58.0,64.0
Charles Dunne,188,86,Defensor,64,Left,2,50,28,59,56,42,55,31,38,54,55,79,79,72,61,71,70,83,40,82,42,63,60,39,41,39,48,62,63,63,14,16,11,8.0,11.0
Nathan Bishop,185,72,Arquero,64,Right,3,18,10,19,44,13,20,14,17,49,30,38,40,59,62,55,45,59,36,60,11,31,22,10,51,21,60,21,17,16,65,62,60,63.0,65.0
Benjamin Bender,183,75,Mediocampista,64,Left,3,59,59,42,69,52,63,65,41,62,65,65,69,62,57,61,66,51,70,55,57,55,60,62,66,52,53,29,36,58,5,10,8,11.0,8.0
Maico Alejandro Quiroz,175,67,Mediocampista,64,Right,3,54,52,58,65,44,58,55,56,67,65,62,67,65,58,64,61,64,66,61,49,65,64,57,61,44,60,60,63,58,7,15,12,10.0,14.0
Bevis Kristofer Kizito Mugabi,189,83,Defensor,64,Right,2,50,25,68,51,28,49,30,24,46,53,67,64,35,59,48,51,80,65,81,28,68,60,40,42,40,46,60,62,60,12,15,12,12.0,10.0
Damien Dussaut,184,73,Defensor,64,Right,3,62,48,56,62,41,60,63,48,61,62,67,67,68,62,65,52,68,65,69,53,62,61,55,64,38,66,61,64,61,15,11,13,14.0,7.0
Carlos Terán Díaz,187,85,Defensor,64,Right,3,28,24,61,55,22,43,23,24,49,52,67,70,57,52,52,44,76,62,79,28,59,62,45,33,39,53,60,66,66,8,6,6,9.0,6.0
Toni Fuidias Ribera,195,80,Arquero,64,Right,3,10,8,14,15,7,5,10,14,21,11,28,32,32,61,25,47,53,21,59,8,17,12,4,33,18,38,8,13,10,65,64,62,63.0,63.0
Aaron Joseph McGowan,180,78,Defensor,64,Right,4,58,36,56,57,31,58,44,45,50,58,75,70,73,57,75,34,84,80,74,39,70,60,55,54,47,60,62,60,60,15,10,10,11.0,6.0
Felix Strauß,186,80,Defensor,64,Right,4,45,33,58,61,29,57,44,37,50,62,70,70,65,63,48,62,74,76,76,38,75,61,35,51,38,58,59,63,57,7,8,14,10.0,11.0
Unai Egiluz Arroyo,186,81,Defensor,64,Right,3,33,39,65,61,28,31,22,21,48,59,53,55,43,61,63,59,72,62,76,31,71,56,29,38,37,48,64,66,57,12,6,7,9.0,12.0
Raphael William Doninho Oliveira,168,64,Mediocampista,64,Right,3,67,54,69,64,49,67,58,60,54,64,71,66,78,72,90,68,58,68,38,54,61,54,60,68,68,70,25,36,40,13,10,16,11.0,10.0
Sonny Patrick Laiton,190,85,Arquero,64,Right,2,14,8,13,17,9,14,12,12,17,15,50,44,64,67,51,45,67,42,71,5,34,24,4,60,19,62,8,11,14,62,60,60,63.0,66.0
구자철 具滋哲 Ja-Cheol Koo,183,74,Mediocampista,64,Right,4,62,58,56,66,67,64,69,66,64,70,63,51,56,59,72,64,64,57,63,68,64,56,63,71,69,70,52,51,48,11,14,10,15.0,9.0
Lewis Mayo,191,82,Defensor,64,Right,3,53,34,65,58,26,58,30,30,55,57,66,69,55,60,56,41,75,73,75,36,60,65,41,57,38,50,59,67,63,13,6,11,12.0,10.0
Fabio Ponsi,186,80,Defensor,64,Right,3,52,33,41,54,37,63,56,41,35,58,69,72,70,63,57,30,60,75,71,38,57,64,44,42,39,44,63,62,64,13,13,14,8.0,6.0
Manfred Starke,186,81,Mediocampista,64,Left,3,66,62,53,69,60,63,73,67,61,69,72,75,69,60,73,74,72,86,74,72,59,50,56,58,59,56,48,49,54,13,12,9,7.0,9.0
Eoghan O'Connell,191,80,Defensor,64,Right,4,27,33,62,57,29,52,30,32,58,57,53,63,45,58,38,56,73,82,81,48,74,62,46,58,36,62,63,62,60,13,11,15,12.0,8.0
Oliver Provstgaard Nielsen,192,86,Defensor,64,Left,2,40,32,62,64,41,54,40,36,59,61,65,67,54,63,59,58,78,72,81,34,65,61,48,44,38,58,60,62,59,13,11,12,6.0,13.0
Gabriel Kobylak,190,84,Arquero,64,Right,2,13,9,23,29,10,11,12,13,32,19,32,33,25,48,25,47,61,33,67,10,44,14,9,44,18,38,11,12,12,63,62,62,67.0,66.0
Kay Tejan,186,85,Delantero,64,Left,3,58,65,64,59,62,64,51,39,38,62,63,68,64,54,62,67,83,71,95,48,72,36,60,47,64,61,23,32,19,8,10,7,11.0,14.0
Héctor Fort García,185,78,Defensor,64,Right,3,68,35,64,64,23,54,52,38,62,60,68,74,60,59,77,43,69,55,60,22,70,60,51,49,41,45,61,60,59,7,10,6,8.0,9.0
Conor McCarthy,193,89,Defensor,64,Right,3,51,21,64,55,29,50,28,29,53,52,58,55,51,58,41,40,75,67,80,32,63,63,27,43,33,55,63,64,64,7,13,7,8.0,8.0
Matthew Alexander Sorinola,173,65,Defensor,64,Right,4,64,47,50,63,32,62,59,36,62,60,75,75,83,57,75,46,64,65,59,48,65,56,56,56,44,56,58,60,58,14,14,15,10.0,5.0
Mamady Diambou,176,69,Mediocampista,64,Right,3,48,48,56,70,31,63,38,40,60,68,78,71,81,54,79,68,65,77,52,58,78,57,36,58,38,52,57,64,62,7,12,13,9.0,6.0
Mio Backhaus,194,82,Arquero,64,Right,4,10,8,12,23,8,13,13,13,23,19,15,24,39,59,29,45,48,25,56,6,18,13,4,40,12,32,7,10,11,65,60,60,63.0,69.0
Moses Ebiye,185,82,Delantero,64,Right,3,54,65,60,55,55,60,52,45,48,62,83,82,78,55,75,65,86,71,81,55,51,32,65,51,59,56,34,32,34,9,9,12,11.0,7.0
Ivo Mammini,180,76,Delantero,64,Right,3,46,67,65,68,54,57,51,42,49,60,70,72,62,62,65,59,70,54,60,60,45,34,66,49,67,53,18,16,41,5,14,9,9.0,14.0
Sturla Ottesen,181,75,Defensor,64,Right,2,64,40,54,58,36,58,62,58,54,60,77,75,68,59,69,52,70,76,64,38,59,57,51,55,35,52,54,59,56,5,13,7,9.0,6.0
Patrick James Hoban,180,84,Delantero,64,Right,3,54,65,64,58,62,58,58,56,53,63,54,52,54,64,57,65,72,67,76,59,69,33,69,60,65,65,37,35,34,13,13,9,13.0,12.0
Bruno de Oliveira Souza,186,80,Defensor,64,Left,3,32,35,68,56,31,46,45,43,52,48,60,64,54,61,63,39,74,62,74,30,63,58,34,35,36,45,63,66,62,14,8,6,14.0,15.0
Koen Van Langendonck,187,86,Arquero,64,Right,3,20,12,13,30,15,11,15,12,27,18,23,33,32,60,39,48,56,28,70,16,35,16,14,48,22,47,22,14,20,63,63,64,67.0,60.0
Max Brandt,180,71,Mediocampista,64,Right,3,56,56,38,66,48,68,49,42,62,67,67,66,78,65,75,54,47,83,50,55,48,51,56,64,41,60,54,50,42,15,12,5,9.0,10.0
Mohamed Sankoh,183,77,Delantero,64,Right,2,43,66,57,58,58,64,47,39,38,64,82,87,74,57,77,60,75,51,65,57,28,21,66,54,49,56,19,22,15,10,14,11,6.0,6.0
Muhammed Damar,185,73,Mediocampista,64,Right,4,53,63,48,66,56,71,62,69,62,68,60,67,63,59,65,62,54,50,57,54,48,31,54,66,63,59,40,36,37,9,5,15,6.0,6.0
Logi Tómasson,189,80,Defensor,64,Left,3,62,50,60,60,40,61,52,46,62,63,81,78,68,60,68,65,76,77,63,54,55,55,58,56,36,60,53,55,52,15,9,7,13.0,9.0
Joseph Nonge Boende,184,69,Mediocampista,64,Left,3,58,44,64,68,56,67,64,57,62,68,67,68,64,63,65,50,67,61,59,51,58,64,63,68,55,58,66,64,61,13,6,12,9.0,6.0
Niklas Landgraf,178,68,Defensor,64,Left,2,60,29,54,58,31,58,56,49,46,59,75,72,78,63,77,58,68,80,64,51,67,64,50,49,36,62,64,67,65,6,13,9,11.0,13.0
Henrik Udahl,186,76,Delantero,64,Right,4,30,66,63,56,57,58,41,36,50,59,72,72,66,60,66,65,73,68,66,55,71,10,67,47,65,57,22,17,25,12,8,14,7.0,10.0
Jack Henry Stewart Iredale,184,70,Defensor,64,Left,3,61,33,60,58,31,60,53,57,49,58,74,71,62,61,42,53,85,71,72,50,78,59,60,51,50,53,60,64,62,10,6,10,11.0,11.0
Jack Currie,175,67,Defensor,64,Left,2,62,34,49,54,26,63,45,38,50,60,80,73,78,55,81,42,68,80,50,36,53,64,51,46,35,50,54,59,56,11,11,14,7.0,14.0
Paweł Olkowski,184,80,Mediocampista,64,Right,2,62,50,55,69,56,62,53,44,58,65,65,67,67,63,64,63,66,62,67,60,65,61,66,60,47,64,59,64,60,13,15,10,15.0,10.0
Musab Fahz Aljuwayr,178,70,Mediocampista,64,Right,4,65,60,31,67,45,65,68,60,67,68,67,65,64,61,70,60,54,66,68,60,67,55,55,68,60,67,52,57,34,12,5,10,15.0,7.0
Marco Suárez Coronas Lastra,182,70,Arquero,64,Left,3,13,5,10,45,7,12,11,12,38,21,55,53,70,63,58,41,64,25,64,6,30,16,7,55,15,40,10,10,12,62,61,55,61.0,70.0
Alejandro Jiménez Sánchez,171,66,Defensor,64,Right,4,59,55,54,60,49,65,54,43,55,63,84,81,77,61,76,45,66,65,53,49,56,58,65,55,46,58,60,61,56,9,8,6,10.0,7.0
Harry Lewis,191,77,Arquero,64,Right,4,18,18,16,45,14,30,18,20,47,35,60,51,42,60,45,50,66,29,60,15,23,23,12,50,28,58,25,20,14,62,62,66,63.0,66.0
Junior Olaitan,174,72,Mediocampista,64,Right,3,49,64,60,65,65,67,59,55,62,62,81,77,75,47,70,72,84,82,78,65,73,41,66,62,59,51,47,64,50,15,8,12,8.0,13.0
Ivan Santini,190,91,Delantero,64,Right,3,33,63,73,63,68,56,39,63,44,60,45,37,36,63,41,72,76,33,80,64,74,40,70,64,71,65,37,35,25,10,9,11,11.0,15.0
Joey Jacobs,187,79,Defensor,64,Right,3,40,29,65,58,32,33,29,32,49,45,57,55,50,63,62,46,71,65,72,27,62,64,28,29,49,58,65,63,64,9,9,15,9.0,11.0
David Jablonský,190,83,Defensor,64,Right,3,54,31,63,51,33,46,46,32,52,49,59,70,53,48,47,43,76,33,82,42,67,67,27,25,50,53,61,64,63,9,6,10,10.0,15.0
Abd-Al-Ali Morakinyo Olaposi Koiki,187,82,Defensor,64,Left,3,54,51,55,54,49,63,49,34,47,60,88,90,75,55,65,57,77,77,82,50,59,58,53,53,52,60,56,60,58,14,11,6,9.0,7.0
Seong-hoon Cheon,191,84,Delantero,64,Right,3,34,68,68,53,48,58,39,29,29,63,56,58,59,64,51,65,74,53,76,48,42,25,67,48,56,45,26,28,25,5,6,7,10.0,14.0
Jordan Paul Cousins,177,72,Mediocampista,64,Right,3,50,43,53,63,46,59,42,29,62,63,68,70,76,65,74,64,65,70,67,51,71,60,55,58,47,64,61,61,59,15,12,8,14.0,14.0
Ryan Kitto,179,73,Defensor,64,Left,3,63,56,50,59,51,62,63,48,57,60,76,80,74,58,67,60,70,78,70,56,66,59,57,59,49,60,54,59,58,11,16,14,7.0,14.0
Joshua Yaro,180,74,Defensor,64,Right,2,41,36,52,60,30,49,41,32,56,54,82,71,74,65,67,46,71,73,63,38,68,65,45,27,38,62,66,66,66,8,8,11,15.0,8.0
Jake Hollman,180,70,Mediocampista,64,Right,3,53,56,44,67,49,66,60,51,61,65,76,68,80,65,78,59,58,74,57,62,69,62,61,62,53,63,55,63,62,14,6,9,14.0,8.0
Marco Olivieri,177,73,Delantero,64,Right,2,53,68,52,64,53,68,56,40,45,65,76,75,66,57,79,63,71,57,70,55,39,19,67,53,60,56,15,29,30,10,15,12,14.0,9.0
Cristopher Mesías Sepúlveda,179,72,Mediocampista,64,Left,2,54,42,40,66,37,63,38,44,59,64,67,68,58,60,70,48,56,74,66,51,60,61,57,56,37,57,65,61,57,13,10,11,10.0,12.0
Elder Arauz Saucedo,180,76,Arquero,64,Right,2,12,13,18,14,11,12,11,9,11,10,32,29,38,61,45,45,55,22,56,14,29,16,11,33,8,32,12,15,16,61,61,60,67.0,63.0
Joseph Alejandro Espinoza Montenegro,170,63,Mediocampista,64,Right,3,42,32,45,66,30,60,42,38,72,63,64,66,71,62,71,59,57,64,61,60,62,59,59,68,37,62,61,60,57,14,9,7,8.0,13.0
Mickey David Demetriou,188,79,Defensor,64,Left,3,57,43,63,59,38,54,54,56,60,57,50,52,68,61,70,58,77,76,73,45,65,62,46,42,60,60,63,63,62,16,9,11,12.0,14.0
Ashley Maynard-Brewer,188,76,Arquero,64,Left,3,12,4,12,35,7,11,19,13,39,19,35,45,41,58,51,48,54,36,55,6,45,8,7,62,8,35,25,14,21,65,61,64,60.0,66.0
Dominik Stumberger,184,75,Defensor,64,Left,3,45,35,58,58,30,45,38,27,52,54,64,65,42,66,58,48,70,59,72,33,65,58,28,45,40,55,66,69,66,14,10,6,8.0,12.0
Vladislav Morozov,188,84,Delantero,64,Left,3,27,64,75,46,52,66,38,35,31,67,68,73,60,51,64,70,82,70,75,54,60,17,58,53,63,50,22,24,20,6,15,11,12.0,6.0
Fabian Rüdlin,176,71,Mediocampista,64,Right,3,31,39,40,65,35,58,56,57,62,64,74,70,82,62,81,61,52,71,52,43,65,61,50,58,38,64,62,63,61,7,15,9,14.0,15.0
Igor Vekič,192,86,Arquero,64,Right,3,14,15,11,33,18,11,10,10,34,15,26,37,31,57,36,51,53,35,60,11,34,30,16,29,14,33,15,13,11,63,64,68,62.0,67.0
